ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes,Data_Referencia
1090,Lucas Oliveira Teixeira,202543947,1B,Contabilidade,2025.2,22,7.05,80.6,3.41,5.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-03-12
1091,Camila Nascimento Cardoso,202543980,2B,Redes de Computadores,2025.1,34,4.65,63.7,1.53,44.3,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-01-03
1092,Carlos Gomes Mendes,202544157,4A,Enfermagem,2025.2,17,5.95,74.7,3.3,51.9,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-09-08
1093,Gabriela Batista Ferreira,202544173,5B,Edificações,2025.2,17,9.01,59.0,1.52,52.8,4,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-01-20
1094,Thiago Santos Costa,202544214,5B,Informática,2025.1,23,5.25,75.6,2.55,10.4,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-10-17
1095,Thiago Barbosa Batista,202544414,5B,Logística,2025.2,34,6.84,80.0,3.53,35.5,8,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2025-09-19
1096,Pedro Araújo Nascimento,202544542,1B,Pedagogia,2025.2,30,7.81,72.1,3.71,48.0,5,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-01-14
1097,Rafaela Silva Ferreira,202544670,5B,Logística,2025.1,19,8.71,99.8,2.56,57.8,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-27
1098,Gustavo Silva Monteiro,202544704,5B,Agropecuária,2025.2,27,7.42,85.4,2.12,37.5,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-02-17
1099,João Araújo Silva,202544757,4A,Logística,2025.1,22,7.55,100.0,3.45,49.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-02-28
1100,Marina Araújo Rodrigues,202545093,3B,Informática,2025.2,23,6.49,77.8,0.73,25.0,5,0,1,MEDIO,65,Orientacao para rotina de estudos,2025-03-08
1101,Ana Mendes Gomes,202545210,2A,Logística,2025.2,19,4.77,85.7,3.25,8.1,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2024-06-07
1102,Gustavo Almeida Teixeira,202545432,3A,Contabilidade,2025.1,29,4.62,58.4,0.29,13.6,4,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-03-12
1103,Mateus Monteiro Batista,202545582,4A,Contabilidade,2025.1,34,6.0,77.4,2.53,35.3,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-03-04
1104,Vitória Teixeira Teixeira,202545643,4A,Logística,2025.1,19,6.35,94.6,3.39,17.7,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-04-03
1105,Patrícia Almeida Almeida,202545698,1A,Informática,2025.2,29,7.18,100.0,3.86,10.9,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-07-22
1106,Larissa Santos Costa,202545836,4B,Redes de Computadores,2025.1,31,10.0,100.0,1.71,60.1,5,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-01-05
1107,Pedro Lima Mendes,202545844,3A,Redes de Computadores,2025.1,31,4.02,82.0,1.36,45.2,7,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-05-17
1108,Samuel Oliveira Cardoso,202545861,2B,Informática,2025.1,26,7.12,100.0,1.63,33.2,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-05-02
1109,João Oliveira Barbosa,202546694,1B,Administração,2025.1,21,5.46,77.4,1.88,45.4,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-06-06
1110,Luana Mendes Silva,202546806,3A,Logística,2025.1,22,5.71,80.9,1.04,44.4,1,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-12-26
1111,Mateus Ferreira Santos,202546861,5A,Pedagogia,2025.2,21,7.0,96.8,1.13,19.8,1,1,0,BAIXO,20,Orientacao para rotina de estudos,2024-08-20
1112,Paulo Teixeira Mendes,202547016,3B,Agropecuária,2025.1,26,6.01,63.1,4.23,25.9,3,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2026-07-10
1113,Isabela Silva Souza,202547065,4A,Redes de Computadores,2025.1,27,4.97,65.5,2.05,34.7,3,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-08-04
1114,Pedro Gomes Monteiro,202547272,1A,Contabilidade,2025.2,16,7.61,80.8,4.56,45.3,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-04-04
1115,Amanda Teixeira Oliveira,202547576,2A,Redes de Computadores,2025.2,32,8.51,91.6,3.71,36.8,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-04-13
1116,Pedro Barbosa Souza,202547597,4B,Edificações,2025.2,18,5.16,94.4,4.63,56.2,5,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2026-10-09
1117,Thiago Batista Monteiro,202547627,1A,Informática,2025.1,30,7.82,60.0,1.78,33.5,5,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-07-03
1118,Marcos Ferreira Costa,202547802,2A,Enfermagem,2025.2,30,8.14,74.2,2.82,36.3,3,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-12-26
1119,Maria Pereira Mendes,202547829,5A,Enfermagem,2025.2,34,8.82,64.0,2.83,18.8,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-02-16
1120,Luana Pereira Teixeira,202547831,4A,Redes de Computadores,2025.2,22,5.67,86.7,4.11,34.0,8,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial,2026-05-18
1121,Gabriel Ribeiro Costa,202547914,1A,Enfermagem,2025.1,21,6.68,95.7,3.62,39.0,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2024-10-22
1122,Diego Teixeira Rodrigues,202547924,4A,Enfermagem,2025.1,24,9.09,77.4,2.45,35.1,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-13
1123,Maria Cardoso Mendes,202547938,2A,Agropecuária,2025.1,25,6.73,86.9,2.04,24.0,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-09-02
1124,Vitória Teixeira Barbosa,202547946,1A,Eletrotécnica,2025.1,27,4.51,63.9,3.47,64.6,4,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-07-20
1125,Lucas Cardoso Barbosa,202548088,5A,Agropecuária,2025.2,30,8.83,88.7,2.52,28.5,8,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2025-01-21
1126,Marina Pereira Souza,202548150,5B,Logística,2025.1,31,5.88,100.0,1.56,51.9,6,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-11-26
1127,Thiago Ferreira Teixeira,202548256,2A,Informática,2025.1,28,10.0,85.8,2.55,36.8,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-02-10
1128,Eduarda Ribeiro Almeida,202548270,2B,Contabilidade,2025.1,18,4.55,72.3,2.74,17.2,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2025-01-13
1129,Larissa Mendes Lima,202548286,4A,Enfermagem,2025.2,25,8.43,96.4,2.15,30.6,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-07-23
1130,Camila Ribeiro Araújo,202548347,1A,Administração,2025.2,24,4.08,68.5,2.04,24.4,8,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-07-26
1131,Maria Lima Barbosa,202548356,1B,Redes de Computadores,2025.2,22,6.64,73.0,2.94,34.4,3,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-08-08
1132,Juliana Batista Teixeira,202548448,5A,Enfermagem,2025.1,23,8.06,53.7,0.63,56.1,2,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-10-10
1133,Samuel Ribeiro Silva,202548505,2B,Redes de Computadores,2025.2,26,6.01,81.0,4.21,50.4,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-02-13
1134,Pedro Lima Pereira,202548543,3B,Eletrotécnica,2025.2,26,7.36,72.5,1.0,64.6,7,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-01-24
1135,Beatriz Barbosa Santos,202548554,1B,Contabilidade,2025.1,26,8.49,100.0,2.21,29.0,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-04-26
1136,Ana Santos Costa,202548800,2B,Logística,2025.2,19,6.74,89.7,1.15,58.1,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2026-08-08
1137,Jéssica Pereira Mendes,202548806,1B,Enfermagem,2025.1,19,8.43,58.6,1.99,22.6,2,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-02-01
1138,Pedro Barbosa Barbosa,202548939,5B,Contabilidade,2025.2,22,5.32,98.3,2.82,15.3,3,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-03-27
1139,Patrícia Batista Mendes,202548977,2A,Agropecuária,2025.2,17,8.37,64.6,2.85,40.6,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-03-31
1140,Daniel Rodrigues Oliveira,202548991,2B,Logística,2025.2,34,5.28,77.9,2.57,39.0,2,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-05-25
1141,Ana Souza Pereira,202549038,2B,Informática,2025.2,32,7.2,68.6,0.75,49.8,7,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-07-08
1142,Maria Ferreira Pereira,202549209,2A,Pedagogia,2025.1,29,8.15,81.5,1.98,44.0,7,0,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-03-02
1143,Camila Monteiro Silva,202549232,4B,Administração,2025.2,26,9.16,76.5,0.54,28.5,6,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-04-25
1144,Diego Rodrigues Almeida,202549353,3B,Redes de Computadores,2025.2,27,9.0,90.0,2.94,65.0,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-10-03
1145,Gabriela Souza Barbosa,202549382,4A,Administração,2025.2,32,5.33,83.7,4.0,57.3,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2025-10-02
1146,Carlos Monteiro Lima,202549433,2A,Eletrotécnica,2025.2,31,10.0,76.7,1.6,17.0,6,1,0,BAIXO,20,Orientacao para rotina de estudos,2026-04-22
1147,Camila Lima Gomes,202549676,3B,Redes de Computadores,2025.2,16,8.7,73.5,3.76,23.0,10,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2025-09-26
1148,André Monteiro Cardoso,202549779,4B,Logística,2025.1,28,7.8,81.5,3.96,21.7,2,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-09-23
1149,Pedro Nascimento Souza,202550032,1B,Pedagogia,2025.1,24,8.56,93.0,0.99,34.9,10,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-01-10
1150,Maria Araújo Monteiro,202550101,3B,Contabilidade,2025.2,24,3.39,64.3,2.88,21.3,1,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia,2026-03-12
1151,Amanda Cardoso Gomes,202550260,3B,Logística,2025.1,28,3.65,63.8,3.86,34.3,8,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-07-15
1152,Maria Nascimento Pereira,202550290,3A,Agropecuária,2025.2,29,7.18,83.2,4.08,35.3,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-10-31
1153,Aline Rodrigues Mendes,202550308,2A,Agropecuária,2025.1,20,7.44,91.3,0.91,29.8,3,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-01-13
1154,Rafaela Teixeira Souza,202550375,5B,Enfermagem,2025.1,33,4.15,90.1,0.6,40.7,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2025-06-15
1155,Leonardo Barbosa Barbosa,202550404,3B,Redes de Computadores,2025.2,34,4.77,71.0,3.76,33.8,9,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-06-25
1156,Maria Costa Pereira,202550499,2A,Informática,2025.1,24,7.29,64.5,4.09,34.7,4,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-12-19
1157,Ana Silva Souza,202550544,4A,Logística,2025.1,24,7.26,98.3,3.74,41.8,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2024-01-12
1158,Leonardo Rodrigues Barbosa,202550828,1B,Edificações,2025.2,23,4.45,82.3,3.96,40.8,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2026-02-11
1159,Samuel Rodrigues Nascimento,202551015,1B,Administração,2025.2,25,8.24,85.7,4.64,37.7,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-01-16
1160,Fernanda Pereira Almeida,202551032,5B,Edificações,2025.2,30,6.14,79.6,0.58,44.4,7,0,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-04-25
1161,Rafael Santos Barbosa,202551044,4A,Redes de Computadores,2025.2,19,10.0,63.1,2.35,37.4,10,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-10-13
1162,Leonardo Monteiro Oliveira,202551151,4A,Redes de Computadores,2025.2,18,6.57,68.1,1.78,15.6,4,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-02-18
1163,Luana Nascimento Monteiro,202551158,3B,Redes de Computadores,2025.2,23,8.81,75.3,1.48,41.0,3,0,0,BAIXO,20,Orientacao para rotina de estudos,2026-08-19
1164,Daniel Costa Barbosa,202551465,1B,Edificações,2025.1,24,4.18,100.0,1.87,55.8,6,1,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-07-15
1165,Rafael Araújo Pereira,202551504,2B,Pedagogia,2025.1,34,5.45,88.1,0.0,29.2,9,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2024-05-05
1166,Gabriela Silva Gomes,202551701,3A,Pedagogia,2025.1,20,8.48,68.9,1.25,37.2,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-05-28
1167,Luana Lima Santos,202551719,4A,Contabilidade,2025.1,24,6.73,100.0,3.95,33.6,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-03
1168,Felipe Silva Barbosa,202551905,4B,Logística,2025.1,23,6.12,84.1,1.18,51.7,3,1,0,BAIXO,20,Orientacao para rotina de estudos,2024-09-22
1169,Amanda Almeida Almeida,202552256,2A,Logística,2025.1,28,10.0,93.8,2.71,19.7,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-04-01
1170,Leonardo Rodrigues Costa,202552297,5A,Logística,2025.1,29,7.89,59.6,3.22,53.2,7,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-04-08
1171,Henrique Silva Gomes,202552299,2A,Redes de Computadores,2025.2,31,6.88,79.2,2.83,86.6,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-02-17
1172,Beatriz Nascimento Oliveira,202552336,2A,Edificações,2025.1,21,5.94,100.0,2.47,73.1,4,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2024-06-13
1173,Juliana Pereira Monteiro,202552351,5A,Redes de Computadores,2025.2,26,5.07,95.1,1.83,21.1,7,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos,2025-09-17
1174,Henrique Cardoso Oliveira,202552428,3B,Informática,2025.2,29,4.98,54.7,1.52,40.8,4,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-03-20
1175,João Barbosa Rodrigues,202552899,3A,Redes de Computadores,2025.1,18,7.63,84.5,3.29,46.8,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-07-24
1176,Daniel Santos Costa,202552962,4A,Pedagogia,2025.1,31,9.97,100.0,4.07,52.3,7,1,0,BAIXO,20,Encaminhamento para apoio psicologico ou psicossocial,2026-10-07
1177,Gabriel Ribeiro Ferreira,202553292,5A,Enfermagem,2025.2,18,10.0,58.8,3.96,51.4,5,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-11-28
1178,Gustavo Teixeira Lima,202553364,1B,Edificações,2025.2,34,6.46,77.2,3.29,41.4,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-04-24
1179,Amanda Ribeiro Mendes,202553633,2B,Enfermagem,2025.1,22,7.26,97.5,0.07,33.7,4,0,0,BAIXO,20,Orientacao para rotina de estudos,2025-03-23
1180,Marina Ferreira Cardoso,202553636,1B,Agropecuária,2025.2,28,7.05,72.2,2.7,24.7,4,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2024-12-11
1181,Camila Teixeira Rodrigues,202553749,1B,Administração,2025.1,27,4.89,83.8,2.29,41.2,6,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico,2024-09-10
1182,João Almeida Gomes,202553821,1A,Agropecuária,2025.2,21,6.46,96.1,3.12,33.7,5,1,0,BAIXO,20,Manter acompanhamento preventivo,2024-02-23
1183,Felipe Ribeiro Santos,202553841,5B,Agropecuária,2025.1,21,9.84,92.1,1.75,36.0,4,1,0,BAIXO,20,Orientacao para rotina de estudos,2025-10-31
1184,Felipe Ribeiro Santos,202553892,1B,Agropecuária,2025.2,27,6.02,56.0,4.9,25.7,6,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia,2024-01-03
1185,Natália Pereira Costa,202553940,5A,Enfermagem,2025.2,17,5.1,96.4,0.24,67.1,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2024-02-08
1186,Luana Costa Teixeira,202553960,5A,Informática,2025.1,27,9.99,69.3,2.07,24.9,6,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2025-11-15
1187,Gabriela Monteiro Silva,202553964,4B,Agropecuária,2025.2,20,6.18,81.3,4.07,43.2,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-07-06
1188,Amanda Gomes Nascimento,202553997,1B,Administração,2025.1,20,10.0,77.0,2.95,30.5,6,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-10-01
1189,Samuel Gomes Monteiro,202554468,2A,Edificações,2025.2,20,7.91,81.8,5.02,15.3,4,1,0,BAIXO,20,Manter acompanhamento preventivo,2026-01-23
1190,Aline Teixeira Pereira,202554532,3A,Contabilidade,2025.2,16,9.7,51.3,1.84,59.1,5,0,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-04-09
1191,Amanda Nascimento Costa,202554536,3B,Informática,2025.1,28,5.9,73.0,0.38,52.8,1,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-02-15
1192,Juliana Almeida Pereira,202554544,3B,Agropecuária,2025.1,21,5.43,74.5,1.79,17.7,5,0,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2026-03-26
1193,Vitória Gomes Almeida,202554627,4B,Enfermagem,2025.1,29,9.51,88.7,2.33,23.6,4,0,0,BAIXO,20,Manter acompanhamento preventivo,2026-06-04
1194,Lucas Gomes Batista,202554790,3B,Pedagogia,2025.1,19,7.95,75.2,2.8,49.3,6,1,0,BAIXO,20,Manter acompanhamento preventivo,2025-07-23
1195,Isabela Santos Nascimento,202554882,1B,Edificações,2025.1,28,9.78,89.3,2.24,24.6,5,0,0,BAIXO,20,Manter acompanhamento preventivo,2025-03-11
1196,Natália Mendes Ferreira,202554951,2A,Agropecuária,2025.1,19,4.79,85.5,6.03,47.7,2,0,0,BAIXO,20,Reforco escolar e acompanhamento pedagogico,2026-07-06
1197,Samuel Oliveira Ferreira,202554977,4A,Redes de Computadores,2025.1,23,9.36,71.9,2.89,5.0,2,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia,2026-06-21
1198,Henrique Rodrigues Araújo,202555022,1A,Enfermagem,2025.1,17,2.35,82.2,0.0,51.2,4,1,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2024-07-11
1199,Felipe Costa Silva,202555093,5A,Redes de Computadores,2025.2,27,7.08,71.5,2.35,23.7,8,1,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2026-03-06
1200,Gustavo Araújo Rodrigues,202555236,5A,Redes de Computadores,2025.2,20,5.53,75.2,1.97,22.4,6,1,1,MEDIO,65,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos,2026-02-11
1201,Bruno Santos Ribeiro,202555394,3A,Administração,2025.2,25,6.89,82.3,2.25,43.7,7,1,1,MEDIO,65,Encaminhamento para apoio psicologico ou psicossocial,2026-10-23
1202,Larissa Lima Batista,202555553,1B,Eletrotécnica,2025.2,32,6.86,70.7,1.96,43.4,6,0,1,MEDIO,65,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2024-12-30
1203,Gustavo Rodrigues Oliveira,202555742,3A,Administração,2025.1,25,10.0,66.0,1.97,61.6,6,1,0,BAIXO,20,Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos,2025-09-17
1204,Beatriz Ribeiro Araújo,202555830,2B,Agropecuária,2025.2,31,4.22,68.9,3.52,47.2,7,0,1,ALTO,90,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial,2024-02-18
